50.0,8.8
0.0,8.8
0.0,8.8
0.0,8.8
0.0,8.8
0.0,8.8
0.0,8.8
0.0,8.8
0.0,8.8
0.0,8.8
0.5,8.8
4.1,9.0
11.6,9.1
10.6,9.1
9.8,9.2
9.8,9.2
11.2,9.2
14.7,9.2
18.2,9.2
23.8,9.9
25.0,11.4
21.2,11.6
23.5,11.7
21.9,11.7
17.2,11.8
24.3,11.8
22.4,11.8
19.4,11.4
1.5,11.0
0.0,11.0
0.0,11.0
0.0,11.0
0.0,11.0
0.0,11.0
0.0,11.0
6.3,11.0
18.9,11.0
19.5,11.0
13.5,11.0
17.5,11.0
16.8,11.0
17.7,11.0
16.0,11.0
18.0,11.1
10.3,11.0
9.6,11.0
8.2,11.0
10.0,11.0
11.6,11.0
15.4,11.0
14.3,11.0
9.9,11.0
4.1,11.0
5.0,11.0
5.0,11.0
4.6,11.0
4.5,11.0
3.6,11.0
4.6,11.0
4.1,11.0
0.5,11.0
0.0,11.0
0.0,11.0
0.0,11.0
0.0,11.0
0.0,11.0
0.0,11.0
5.7,11.0
17.3,11.1
19.8,11.1
21.8,11.1
21.3,11.1
22.0,11.1
20.2,11.2
21.7,11.2
18.6,11.2
20.2,11.2
20.8,11.2
24.9,11.2
22.3,11.2
28.1,11.2
25.9,11.2
26.7,11.2
27.2,11.4
23.0,11.3
21.4,11.4
22.6,11.6
23.5,11.6
22.1,11.5
21.9,11.4
19.5,11.4
22.7,11.2
18.0,11.2
17.3,11.2
16.7,11.2
15.2,11.2
18.6,11.2
14.9,11.2
15.5,11.2
20.9,11.2
23.5,11.3
25.8,11.2
24.1,11.2
25.0,11.3
21.4,11.3
21.0,11.3
23.0,11.3
23.1,11.4
22.6,11.7
23.1,11.8
22.6,11.7
23.7,11.8
21.0,11.8
23.5,11.8
23.7,11.8
24.4,11.6
27.1,11.3
22.1,11.3
22.0,11.3
23.1,11.3
22.1,11.3
24.9,11.2
20.9,11.3
17.6,11.0
2.1,10.7
0.5,10.5
0.5,10.3
0.0,10.1
1.0,9.9
0.5,9.7
