0.0,8.8
0.0,8.8
0.0,8.8
0.0,8.9
0.0,8.9
0.0,8.9
0.0,8.9
0.0,8.9
0.0,8.9
0.0,8.9
0.0,8.9
4.3,9.0
13.0,9.1
12.3,9.1
9.2,9.2
14.6,9.2
11.5,9.2
10.4,9.2
7.5,9.2
21.1,10.2
29.1,11.9
23.6,12.3
22.1,12.2
20.1,12.3
22.2,12.3
20.1,12.4
22.3,12.3
22.7,11.9
1.0,11.7
0.5,11.7
0.0,11.7
0.0,11.7
0.0,11.7
0.0,11.7
0.0,11.7
0.0,11.7
0.0,11.7
0.0,11.7
0.0,11.7
0.0,11.7
0.0,11.7
0.0,11.7
0.5,11.7
2.0,11.7
5.2,11.7
5.1,11.7
5.6,11.7
5.6,11.7
5.2,11.7
6.1,11.7
15.5,11.7
13.7,11.7
5.5,11.7
2.6,11.7
4.1,11.7
2.6,11.7
5.0,11.7
3.0,11.7
4.1,11.7
4.5,11.7
0.0,11.7
0.0,11.7
15.9,11.7
17.8,11.7
18.7,11.7
21.2,11.8
18.2,11.7
19.4,11.7
13.1,11.7
16.6,11.7
14.3,11.7
15.9,11.7
18.9,11.7
19.3,11.7
18.4,11.7
17.2,11.7
15.0,11.7
13.5,11.7
16.7,11.7
15.2,11.7
23.1,11.7
24.4,11.8
26.5,11.8
26.2,11.9
22.8,11.9
19.3,11.9
22.9,11.8
20.2,11.9
20.9,11.9
17.7,11.8
21.9,11.8
22.1,12.2
21.6,12.3
22.4,12.4
25.5,12.3
20.7,12.4
23.1,12.4
22.7,12.4
23.4,12.3
20.9,12.3
25.8,12.3
22.7,12.2
22.1,12.0
24.1,12.1
27.7,12.1
23.7,12.1
23.9,11.9
23.2,12.0
24.4,12.3
21.5,12.3
23.0,11.9
17.0,11.8
17.8,11.8
17.9,11.8
18.6,11.8
21.5,11.8
21.2,11.9
23.4,11.9
24.1,12.0
23.2,11.9
23.2,11.9
25.6,11.9
25.0,11.8
16.3,11.7
1.6,11.4
1.0,11.2
0.5,11.0
0.0,11.0
0.0,11.0
0.0,11.0
