100.0,8.8
0.0,8.8
0.0,8.8
0.0,8.8
0.0,8.8
0.0,8.8
0.0,8.8
0.0,8.8
0.0,8.8
0.0,8.8
1.0,8.9
14.5,9.0
9.4,9.1
7.6,9.1
9.6,9.1
8.0,9.1
12.1,9.1
9.4,9.1
20.9,9.3
22.1,10.1
14.8,10.6
17.2,10.7
14.1,10.7
13.3,10.7
13.7,10.7
15.5,10.7
11.9,10.7
4.5,10.7
0.0,10.7
0.0,10.7
0.0,10.7
0.0,10.7
0.0,10.7
0.0,10.7
0.0,10.7
0.0,10.7
0.0,10.7
0.5,10.7
0.0,10.7
0.0,10.7
0.0,10.7
0.0,10.7
2.0,10.8
15.7,10.8
19.0,10.8
20.2,10.8
17.7,10.8
18.8,10.8
10.2,10.7
11.1,10.7
11.7,10.8
22.2,11.0
24.4,10.8
16.5,10.8
20.7,10.8
19.0,10.8
19.8,10.7
20.2,10.8
21.3,11.0
22.3,11.0
22.7,11.1
21.3,11.1
22.4,11.1
20.9,11.1
22.8,11.1
22.2,11.1
21.0,11.2
19.9,10.8
15.4,10.9
17.8,10.8
12.6,10.9
15.1,10.8
13.8,10.8
21.1,10.9
21.3,10.9
25.7,11.0
24.5,11.0
26.8,11.0
24.1,10.9
26.5,11.0
24.0,10.9
23.6,10.9
22.9,11.0
21.0,11.2
19.2,11.2
19.6,11.1
20.3,10.9
19.5,11.0
15.9,11.0
20.7,11.0
20.2,11.0
22.0,11.1
18.9,11.1
21.1,11.0
17.7,11.0
19.1,11.0
19.1,11.0
19.9,11.0
21.5,10.9
23.5,11.2
21.1,11.1
22.6,11.0
23.0,11.1
22.6,11.0
21.5,10.9
21.5,11.1
22.9,11.2
18.6,11.3
23.4,11.4
19.4,11.4
20.9,11.3
24.5,11.2
21.5,11.1
20.5,10.9
17.3,10.9
22.4,10.9
17.6,11.0
21.0,10.9
19.7,10.9
20.3,11.0
24.0,11.0
24.9,11.1
20.2,10.9
3.2,10.6
0.5,10.4
0.0,10.4
0.0,10.4
0.0,10.4
0.0,10.4
0.0,10.4
