50.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.5,9.2
0.0,9.3
3.5,9.5
17.3,10.6
13.8,11.0
12.4,11.2
11.8,11.2
9.5,11.3
10.5,11.3
11.5,11.3
11.8,11.3
3.0,11.3
0.0,11.3
0.0,11.3
0.5,11.3
0.0,11.3
0.0,11.3
0.0,11.3
0.5,11.3
19.4,11.3
15.4,11.3
13.0,11.3
12.4,11.3
13.4,11.3
13.0,11.3
15.6,11.3
15.6,11.3
10.7,11.3
11.3,11.3
8.5,11.3
7.1,11.3
11.3,11.3
11.9,11.4
12.2,11.4
10.4,11.4
7.2,11.4
4.1,11.4
4.2,11.4
5.1,11.4
6.6,11.4
11.9,11.4
13.9,11.4
14.1,11.4
0.5,11.4
14.5,11.4
16.5,11.5
18.5,11.4
18.2,11.4
17.4,11.5
17.3,11.5
20.7,11.6
21.1,11.9
23.2,11.9
23.8,12.0
24.2,11.9
23.9,11.9
23.1,11.9
24.1,12.0
21.6,11.8
20.4,11.7
19.5,11.7
19.0,11.8
20.2,11.8
20.2,11.7
20.9,11.8
21.1,11.8
17.6,11.9
21.6,12.1
19.9,12.1
16.7,12.0
21.0,11.8
17.8,11.5
15.4,11.5
16.2,11.5
18.6,11.9
23.4,12.1
22.6,12.1
22.4,12.1
21.5,12.1
21.6,12.1
23.9,12.0
21.8,12.0
22.8,12.0
16.1,11.5
17.1,11.5
16.1,11.5
16.4,11.5
16.9,11.5
16.6,11.5
13.7,11.5
15.7,11.5
12.2,11.4
10.4,11.4
10.4,11.4
12.3,11.4
11.8,11.4
9.9,11.4
10.9,11.4
10.8,11.4
15.5,11.5
19.4,11.5
16.1,11.4
11.0,11.4
12.7,11.4
10.8,11.4
10.4,11.4
10.5,11.4
2.6,11.2
0.0,11.0
0.5,10.8
0.5,10.6
1.6,10.4
