0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.5,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
0.0,9.2
5.4,9.3
8.5,9.4
8.6,9.4
8.6,9.5
10.3,9.5
15.7,9.5
18.2,9.5
14.7,9.5
24.2,10.2
25.9,11.4
26.8,11.7
25.1,11.8
23.4,11.8
22.1,11.8
22.5,11.8
22.7,11.7
20.8,11.3
0.5,11.2
0.0,11.2
0.0,11.2
0.0,11.2
0.0,11.2
0.0,11.2
0.0,11.2
4.2,11.2
16.7,11.2
16.8,11.2
14.7,11.2
17.1,11.2
15.0,11.2
14.3,11.2
19.5,11.2
14.6,11.2
4.6,11.2
5.1,11.2
5.5,11.2
7.0,11.2
4.6,11.2
7.1,11.2
4.7,11.2
13.6,11.2
19.5,11.3
22.5,11.2
21.5,11.3
19.4,11.3
18.7,11.3
16.1,11.3
18.5,11.3
13.3,11.3
1.0,11.3
20.5,11.4
19.0,11.3
19.9,11.3
19.2,11.3
17.0,11.4
13.5,11.3
14.1,11.3
20.2,11.4
16.0,11.3
16.1,11.3
17.4,11.4
21.4,11.3
17.7,11.3
19.2,11.3
18.6,11.4
16.9,11.3
16.8,11.3
16.2,11.3
12.6,11.3
15.5,11.3
18.0,11.3
15.8,11.3
15.4,11.4
20.9,11.5
19.4,11.6
21.8,11.5
18.6,11.3
12.2,11.3
12.5,11.3
14.3,11.3
13.2,11.3
5.2,11.3
8.5,11.3
7.1,11.3
6.6,11.3
7.2,11.3
5.6,11.3
6.2,11.3
6.7,11.3
5.1,11.3
5.6,11.3
4.6,11.3
4.6,11.3
5.1,11.3
3.6,11.3
10.5,11.3
14.8,11.3
17.5,11.3
15.1,11.3
12.4,11.3
13.9,11.3
16.6,11.3
14.6,11.3
15.2,11.3
12.5,11.3
16.6,11.3
20.9,11.4
17.0,11.3
11.8,11.3
14.1,11.3
11.7,11.3
12.6,11.3
11.3,11.2
0.5,11.0
0.5,10.8
0.0,10.6
0.5,10.5
0.0,10.4
