1048576,1048576,1,50: 838.86MB/s
1048576,1048576,2,50: 838.34MB/s
1048576,1048576,3,50: 829.95MB/s
1048576,1048576,4,50: 817.36MB/s
1048576,2097152,1,50: 806.35MB/s
1048576,2097152,2,50: 419.43MB/s
1048576,2097152,3,50: 75.50MB/s
1048576,2097152,4,50: 228.59MB/s
1048576,4194304,1,50: 150.99MB/s
